PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-1.846933185237583,-0.6070300989441104,-0.6123409187128482,0.08750746647387646,0.0354444205588196,-0.23469660107475895,-0.20848214532150328,-0.3030459197257027,-0.13009893292765098,-0.12250571329084987,-0.09776712863449583,-0.030948196424135346,-0.10964553607578696
-1.871000768714778,-0.02089895496790743,-0.5774587957119953,0.02593244267834833,0.06539671007919734,-0.24005508758649755,-0.38267623989766214,-0.32736464792877323,-0.15227678865280073,-0.14355043469319004,-0.11510568208817265,0.0076593398943020025,0.21138656745856577
-1.8712010847863252,-0.8453096127642894,-0.6217398615193944,0.10507764804529747,0.03178349382681959,-0.20145546943546458,-0.15843467628141347,-0.2921815543658432,-0.12667129188054407,-0.11128095242979628,-0.08930592079740463,0.05805471290246969,0.06697832753463577
-1.916451845052997,-0.3497742727896166,-0.585669737503104,0.189010523799448,0.030524979248517988,-0.0334182798527436,-0.029865362942224617,-0.1900750573586078,-0.056493669777418765,-0.13490841073120668,-0.07838917417632726,-0.024408580795809178,-0.10798049072756667
3.944838761330397,0.33745406903983527,-0.5945946349704389,0.25382984234259454,1.570375138246945,-0.3130411299670709,0.5744298314485233,-0.3473297422221945,-1.215027962473193,-0.09652218422905547,0.06916781446986926,0.14266710637716867,-0.301409844555878
0.9181223746392914,-0.0007517326889757796,-0.5841468455704878,-0.6398176065294591,-0.25484718935167394,-0.601478073041407,0.6335429470064342,1.5954875541675322,0.6762976323258603,0.5696403872818766,-1.1199669910449022,-0.29925354860720166,0.10297627103560614
-1.9414832589736908,-0.008407215935758619,-0.5794701473559151,0.05490241756605751,0.0705232839373836,-0.25565532020798826,-0.4374027844329451,-0.31373146577275873,-0.16115031503620902,-0.10835539070279417,-0.07133475525094377,0.059162250480235684,0.4778111638780289
-1.8551319606473904,-0.4968008413962152,-0.6007397054081388,-1.1939151515268507,0.30035490713684226,0.8875787424951501,-0.402884147160223,-0.4913293930693201,-0.24885817154587006,-0.3233027370780582,-0.4426581418773543,0.20429738576332931,0.5205317756335447
2.588808640425264,-0.23217880987122283,-0.6204511046209522,1.0106313126536566,2.1440910641221156,0.4645506875366248,-0.7432099827318362,0.851474369252266,-1.0688183499433288,0.17186930486853538,0.09809775635635753,-0.32150940711874887,-0.14631932770981754
2.5830057933524113,-0.03354123495156476,-0.5986567657436969,-0.6726871575357626,-0.43992760819967974,-0.8295935488424785,1.2998899119908194,-0.7211706071881079,-1.0194070964504593,1.5786456371727187,-0.6678860447035488,0.044650679710855505,-0.05295235551237754
3.392091638756935,1.1051645031372255,-0.5004222328329743,1.6131563402322437,-1.522172940079092,2.3438806570684605,2.093079914183382,-0.7827378478337551,1.286338443942093,0.05198102089935685,0.09525020201876634,0.3943199947239106,0.14716080576056406
-1.8528197737321703,-0.6855222697788478,-0.6367774603582828,2.5047728427104774,-0.4604865649326056,-2.3943557781018936,0.10894596201568438,0.08095324602404586,0.11616342620784703,0.2772819385050879,0.7163436293810469,0.07885875658128257,0.16221490932199903
1.3690053374553124,2.5018072254291193,3.6172367808114014,-1.504955409261948,-0.24133443694400888,-1.5422653166872713,0.5069374591840882,-0.9260135050822557,-0.2743187342870546,0.11903263733391611,0.2723517792579259,0.7589746945982425,0.14941149198559053
2.5583570733811896,-0.06048431157884609,-0.6126246206113453,0.9551334267751793,2.085689596861908,0.4222989684723964,-0.7452926214335398,0.7975125436105106,-1.0595456748943564,0.1716140763209255,0.07985080908113505,-0.2219374697422034,0.19455262464759035
-1.8984670865676034,-0.6014715821452955,-0.6028376442643393,0.11221008152651797,0.04028476977516168,-0.23768615594688386,-0.25021834066173815,-0.2908968280726687,-0.138141525570828,-0.09751267627442108,-0.07312660697965659,0.013535861884488364,0.10556975552414471
2.8442238601085417,-0.6240971822672995,3.3920950202036497,0.375647458295779,2.3609764848942927,-0.37025882739617283,-0.6787942544605954,1.5643107663372993,0.04675325153224624,-1.4039125607639202,0.008723161932494693,-0.03573228779283234,0.12919643711318413
-1.8689112215332742,-0.5713153149613642,-0.5901067262789126,-1.2081178495998877,0.30038933105779964,0.8913793580677103,-0.39409367016766994,-0.4712562270790358,-0.23104840505637964,-0.3207270866392263,-0.39128483213642534,0.1609052112697923,0.06981719098116873
-1.7394330231658492,-0.85626235444026,-0.634296468719911,-0.17866438627793277,0.06455264067702503,-0.6185035388214595,-0.6779102111222061,-0.43099507118755676,-0.20760801009009722,-0.13144267632838078,-0.1027236614347326,-0.008646232838523603,-0.14110777343497727
2.4450561206750083,-0.5380949495465176,-0.6177433234865316,1.0443921569492338,-1.1942503959189825,1.2084484421742783,-1.485331836400088,-0.44517596345413724,1.1039656454659623,0.5373115074540535,0.09665450887606554,-0.14600167895108407,0.03709096231506933
3.915298824238598,0.06507726279568499,-0.6205502963429782,0.2470521900960179,1.5293802764451183,-0.34039833605119635,0.6708814550817874,-0.33082266251363457,-1.1613476129413356,-0.11459612400126293,0.11684934054972941,0.34185215537663133,0.24095712154390536
0.23713048783182403,-0.20228297677151932,-0.5952820765539039,-1.1658708452202018,-0.1757351932054985,-1.0271886626027942,0.1968588992160233,1.9519238794989209,1.1254015945705451,0.4585856108038874,-0.4863341682738484,-0.02814251879662766,0.06334431750719599
-2.034844008860058,-0.17620093773498632,-0.5586752248419887,0.7855488063471109,-0.050741459542481625,0.7840534393818418,1.0783444985600976,0.026486424538754688,0.057319926849069974,-0.07295777788326213,-0.11068509436412603,0.03778415816264059,0.2002798294208296
-1.9082109418320616,-0.4634821778017691,-0.6073073222415097,0.09605577219240334,0.048599016194310694,-0.23553355529422215,-0.2919843841361984,-0.31208591709902944,-0.15826597711006693,-0.0864595122463462,-0.06493024360060676,0.1458875964745459,0.6532549483860091
2.1445893167885193,0.030505496543557623,-0.5767069986895162,1.0637061993618377,-1.144214028154821,1.273032375470469,-1.7955236968804267,-0.4760629519326785,1.0468628446636574,0.5780039097990389,0.17564945567543228,-0.18713738841531952,0.0321643938692628
3.9356521542524625,-0.029288831554360704,-0.6115565545955676,0.5211902872995383,1.2257111924718525,0.10102016843586654,0.16282718936764232,-1.5607782612835255,0.988560355950579,0.7482717432794612,-0.042775774467224796,0.09849839244394067,-0.13170282469596925
0.008939558900137158,-0.02697142028007925,-0.5757129094185462,-0.8234109218250745,-0.19753814631558803,-0.555354247675443,0.704855463782378,2.023417148458062,1.1772276931175363,0.42405391962842787,-0.502718836193656,-0.07348385064515665,-0.021690259036050433
0.9980233154854605,7.354775817599928,-0.08528848735245896,-1.2223057342401915,-0.14115065682487807,-0.7362281842124122,0.43904990463861543,-0.6705400043666944,-0.17468372048249267,0.05730029135994381,0.16294339302804972,0.5148926283569989,-0.008057547327741383
1.0622382447871783,-0.4026793940171027,-0.6244951434062526,-1.2030261053197742,-0.18166082767283923,-1.4531477497347416,-0.44288145235712173,1.26570192451825,0.48837754990658777,0.5446524505579993,-1.0382451390164826,-0.26332280148450904,0.08517543018074672
-1.8511346632293575,-0.41982807843768916,3.465263612100481,0.059739120201910856,0.07562447575049294,-0.30153509615645424,-0.3695379408228999,-0.30136544032270834,-0.13488979749730828,-0.16486269536491735,-0.11220011970834848,-0.07010445828592218,-0.10387936088126673
2.6640640650922776,-0.566479527828368,-0.6507407309003089,0.29746180998673427,1.703344109429987,-0.29483206182946353,-1.6007504761951858,-0.2494903261336263,2.3990574734205112,-0.22428753263301823,-0.20143408565377927,-0.1600080199931264,0.052440277038259896
-1.412783474623755,-0.5106508168308835,-0.5818347653742046,-1.9277940321684945,0.33063882428070174,1.0331741437530761,-0.4928492828380661,1.0045951035443417,0.28705488030313886,0.7960234292514914,1.0349141499874486,0.7237088885298734,-0.3663089306883158
-1.9232937029035133,-0.4549305515984455,-0.5952440651558379,0.06260679224505979,0.051054627867929296,-0.2276134893946981,-0.3000773271009912,-0.24821492962109803,-0.09369376568580111,-0.14023067166463196,-0.0672368828487888,-0.035389159600411835,-0.11413976562097194
-1.8411323516830547,-0.4013260863573371,3.4342821049320316,2.444557711009123,-0.4177002115394891,-2.4575298071275613,-0.06057815276503427,0.0924674616307188,0.1305673668312957,0.2152025027822377,0.7113481996523605,-0.00802889033006339,0.029610864223306454
0.3497370293617291,-0.07865102037223104,-0.587509127898423,-2.5656868056279363,-0.015329117284067327,0.17763019237120392,1.0183714935696107,-0.4637200748987579,0.07305887834172817,-0.0616210209993134,0.9633940433501488,-0.8162579717958247,0.43097826383515475
-1.8981431985093504,-0.35348807477731337,-0.5997996309405883,0.08514735582507851,0.05200542268795846,-0.24255416159274784,-0.32174679121322625,-0.31022943288689436,-0.15812121284549588,-0.09046056234007795,-0.07178706034039373,0.12128743305313525,0.6069971345570422
-2.0035127466088962,0.009072692700802545,-0.5825056813301871,2.7747337100944915,-0.47840988192940626,-1.8951723479288765,0.6223614464011861,0.2810404770835554,0.26817190991297135,0.18404062657288958,0.636629770431699,-0.06352028804135268,-0.36014414526428085
3.8055098630673188,0.44123118894647767,-0.5770900859218984,0.4686742532521053,1.2280998538594898,0.049735091325418083,0.027730501929223265,-1.5604024955920288,0.9935876591076244,0.6342489380697867,-0.07201229813356134,0.023878222978795396,-0.27654944439997364
-1.9236787364122636,-0.45290260420846223,-0.594986755570297,0.06117300688815379,0.051347326326694774,-0.22963765076627335,-0.29511754559228415,-0.2593833508657171,-0.09860428447148809,-0.14217948501406108,-0.06277756847676133,-0.023596574975668694,-0.11723705749209792
-1.8822799544299156,-0.5689340670302636,-0.5887748066159016,-1.21373231679692,0.3044867744190478,0.909761534879653,-0.39955561249671107,-0.46905840556038675,-0.22945906053495102,-0.33247414551861115,-0.39669238869778173,0.0548934762760457,-0.11780459973622767
