response_time_ms_binned,response_time_ms,response_time_ms,http_status_code,log_message_length_binned,log_word_count,log_level_numeric,service_api,service_service,log_message_length,applewebkit,khtml,khtml like,like gecko,safari,mac,mac os,gecko,mozilla,user_agent mozilla,15 khtml
-0.18828747600822318,-0.38568416722172527,0.0,-0.28712545477245416,-0.8601431756581798,-0.7906221204362078,0.07501288679476452,-0.4076103337119361,0.40761033371193617,-0.8724423960470652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,0.4108216431976142,0.0,-0.28712545477245416,-0.8601431756581798,-0.7906221204362078,0.07501288679476452,-0.4076103337119361,0.40761033371193617,-0.8002543020651948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,-0.7417462726330302,0.0,-0.28712545477245416,-0.8601431756581798,-0.8360679997339964,0.07501288679476452,-0.4076103337119361,0.40761033371193617,-0.9002070475785539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,-0.14613222024941952,0.0,0.08799751803436982,-0.8601431756581798,-0.8360679997339964,0.07501288679476452,-0.4076103337119361,0.40761033371193617,-0.9057599778848516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,0.1349044043488934,0.5851691476808174,-0.28712545477245416,1.6339915510939438,2.027022396026683,0.07501288679476452,-0.4076103337119361,0.40761033371193617,1.748540708525464,0.7675476050050963,0.7675476050050963,0.7675476050050963,0.7675476050050963,0.7675476050050963,0.7675476050050962,0.7675476050050962,0.5851691476808173,0.5851691476808173,0.5851691476808173,0.7675476050050962
-0.18828747600822318,-0.14613222024941952,0.0,0.13488788963522283,1.010457869405913,0.2091872241151406,0.07501288679476452,-0.4076103337119361,0.40761033371193617,0.8100954867611474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376784538928685,0.9376784538928685,0.9376784538928685,0.0
-0.18828747600822318,0.42335531175696095,0.0,-0.28712545477245416,-0.8601431756581798,-0.8360679997339964,0.07501288679476452,-0.4076103337119361,0.40761033371193617,-0.9390775597226381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,-0.14613222024941952,0.0,-0.28712545477245416,-0.8601431756581798,-0.7906221204362078,-1.642018868511835,-0.4076103337119361,0.40761033371193617,-0.8335718839029811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18828747600822318,-0.03421185593074469,0.6754930182373725,-0.28712545477245416,1.010457869405913,0.4364166206040834,0.07501288679476452,-0.4076103337119361,0.40761033371193617,0.7656720443107655,0.8860225293842082,0.8860225293842082,0.8860225293842082,0.8860225293842082,0.8860225293842082,0.886022529384208,0.886022529384208,0.6754930182373725,0.6754930182373725,0.6754930182373725,0.8860225293842082
-0.18828747600822318,-0.5742187872411966,0.6798181077416516,-0.28712545477245416,1.6339915510939438,1.6634553616443748,0.07501288679476452,-0.4076103337119361,0.40761033371193617,1.4708941932105775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798181077416516,0.6798181077416516,0.6798181077416516,0.0
